Forma_sombrero,Forma_sombrero_C,Superficie_sombrero,Superficie_sombrero_C,Superficie_sombrero,Superficie_sombrero_C,Magulladuras,Magulladuras_C,Olor,Olor_C,Tipo_membrana,Tipo_membrana_C,Espaciado_membrana,Espaciado_membrana_C,Tamaño_membrana,Tamaño_membrana_C,Color_membrana,Color_membrana_C,Forma_tronco,Forma_tronco_C,Raiz_tronco,Raiz_tronco_C,Sup_tronco_arriba_anillo,Sup_tronco_arriba_anillo_C,Sup_tronco_debajo_anillo,Sup_tronco_debajo_anillo_C,ColorTronco_arriba_anillo,ColorTronco_arriba_anillo_C,ColorTronco_debajo_anillo,ColorTronco_debajo_anillo_C,Tipo_velo,Tipo_velo_C,Color_velo,Color_velo_C,Cantidad_anillos,Cantidad_anillos_C,Tipo_anillo,Tipo_anillo_C,Color_esporas,Color_esporas_C,Poblacion,Poblacion_C,Habitat,Habitat_C,Clase,Clase_C,id,weight,cluster
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,608,1,2
convexa,5,escamosa,1,escamosa,1,no,2,pescado,7,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,609,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,suave,4,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,610,1,3
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,sedosa,3,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,611,1,3
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,sedosa,3,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,612,1,7
convexa,5,escamosa,1,escamosa,1,no,2,pescado,7,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,613,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,sedosa,3,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,614,1,2
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,sedosa,3,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,615,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,suave,4,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,616,1,2
convexa,5,escamosa,1,escamosa,1,no,2,pescado,7,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,617,1,3
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,suave,4,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,618,1,2
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,sedosa,3,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,619,1,2
convexa,5,escamosa,1,escamosa,1,no,2,pescado,7,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,620,1,3
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,sedosa,3,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,621,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,suave,4,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,622,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,sedosa,3,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,623,1,3
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,sedosa,3,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,624,1,3
convexa,5,escamosa,1,escamosa,1,no,2,pescado,7,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,625,1,3
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,626,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,suave,4,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,627,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,628,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,629,1,7
convexa,5,escamosa,1,escamosa,1,no,2,pescado,7,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,630,1,7
convexa,5,escamosa,1,escamosa,1,no,2,pescado,7,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,631,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,suave,4,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,632,1,3
convexa,5,escamosa,1,escamosa,1,no,2,pescado,7,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,633,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,suave,4,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,634,1,2
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,635,1,2
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,sedosa,3,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,636,1,3
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,suave,4,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,637,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,sedosa,3,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,638,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,sedosa,3,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,639,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,suave,4,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,640,1,2
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,sedosa,3,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,641,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,642,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,suave,4,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,643,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,644,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,sedosa,3,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,645,1,2
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,sedosa,3,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,646,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,sedosa,3,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,647,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,648,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,sedosa,3,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,649,1,2
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,650,1,2
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,sedosa,3,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,651,1,2
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,sedosa,3,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,652,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,653,1,3
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,suave,4,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,654,1,7
convexa,5,escamosa,1,escamosa,1,no,2,pescado,7,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,655,1,2
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,656,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,sedosa,3,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,657,1,7
convexa,5,escamosa,1,escamosa,1,no,2,pescado,7,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,sedosa,3,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,658,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,sedosa,3,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,659,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,660,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,sedosa,3,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,661,1,2
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,sedosa,3,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,662,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,663,1,3
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,sedosa,3,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,664,1,3
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,sedosa,3,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,665,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,666,1,3
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,sedosa,3,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,667,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,sedosa,3,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,668,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,sedosa,3,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,669,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,sedosa,3,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,670,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,hojas,4,venenoso,2,671,1,7
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,suave,4,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,672,1,3
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,suave,4,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,673,1,3
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,674,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,sedosa,3,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,675,1,2
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,676,1,3
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,suave,4,blanco,2,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,677,1,7
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,sedosa,3,suave,4,rosa,9,blanco,2,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,678,1,7
convexa,5,escamosa,1,escamosa,1,no,2,pescado,7,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,679,1,2
convexa,5,escamosa,1,escamosa,1,no,2,hediondo,5,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,rosa,9,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,caminos,3,venenoso,2,680,1,3
convexa,5,escamosa,1,escamosa,1,no,2,especioso,4,libre,2,cercano,1,fina,2,piel,8,conica,2,Desconocido,5,suave,4,suave,4,blanco,2,rosa,9,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,681,1,2
abotonada,1,escamosa,1,escamosa,1,no,2,ninguno,9,libre,2,cercano,1,fina,2,blanca,2,abultada,1,Desconocido,5,sedosa,3,escamosa,1,blanco,2,marron,5,parcial,1,blanco,2,uno,1,evanescente,1,blanca,2,varios,6,bosque,2,venenoso,2,682,1,0
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,roja,9,abultada,1,Desconocido,5,suave,4,suave,4,rojo,8,blanco,2,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,683,1,7
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,roja,9,abultada,1,Desconocido,5,suave,4,suave,4,blanco,2,blanco,2,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,684,1,7
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,roja,9,abultada,1,Desconocido,5,suave,4,suave,4,blanco,2,rojo,8,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,685,1,2
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,blanca,2,abultada,1,Desconocido,5,suave,4,suave,4,rojo,8,rojo,8,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,686,1,0
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,blanca,2,abultada,1,Desconocido,5,suave,4,suave,4,rojo,8,rojo,8,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,687,1,0
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,roja,9,abultada,1,Desconocido,5,suave,4,suave,4,blanco,2,rojo,8,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,688,1,2
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,blanca,2,abultada,1,Desconocido,5,suave,4,suave,4,rojo,8,blanco,2,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,689,1,0
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,blanca,2,abultada,1,Desconocido,5,suave,4,suave,4,rojo,8,blanco,2,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,690,1,0
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,blanca,2,abultada,1,Desconocido,5,suave,4,suave,4,blanco,2,rojo,8,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,691,1,0
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,blanca,2,abultada,1,Desconocido,5,suave,4,suave,4,blanco,2,rojo,8,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,692,1,0
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,blanca,2,abultada,1,Desconocido,5,suave,4,suave,4,rojo,8,blanco,2,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,693,1,0
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,blanca,2,abultada,1,Desconocido,5,suave,4,suave,4,blanco,2,rojo,8,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,694,1,0
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,blanca,2,abultada,1,Desconocido,5,suave,4,suave,4,blanco,2,rojo,8,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,695,1,0
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,roja,9,abultada,1,Desconocido,5,suave,4,suave,4,blanco,2,rojo,8,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,696,1,2
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,blanca,2,abultada,1,Desconocido,5,suave,4,suave,4,rojo,8,rojo,8,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,697,1,0
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,roja,9,abultada,1,Desconocido,5,suave,4,suave,4,rojo,8,blanco,2,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,698,1,7
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,roja,9,abultada,1,Desconocido,5,suave,4,suave,4,rojo,8,rojo,8,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,699,1,3
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,blanca,2,abultada,1,Desconocido,5,suave,4,suave,4,blanco,2,blanco,2,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,700,1,0
abotonada,1,escamosa,1,escamosa,1,si,1,ninguno,9,libre,2,cercano,1,ancha,1,roja,9,abultada,1,Desconocido,5,suave,4,suave,4,rojo,8,blanco,2,parcial,1,blanco,2,dos,2,evanescente,1,blanca,2,agrupada,2,basura,1,ingerible,1,701,1,7
